id,Exam1,Exam2,Exam3,Final,HS_GPA,COMP_ACT_SCORE,TRANS_TOT_CR,BFAS_A_1,BFAS_A_2,BFAS_A_3,BFAS_A_4,BFAS_A_5,BFAS_A_6,BFAS_A_7,BFAS_A_8,BFAS_A_9,BFAS_A_10,BFAS_A_11,BFAS_A_12,BFAS_A_13,BFAS_A_14,BFAS_A_15,BFAS_A_16,BFAS_A_17,BFAS_A_18,BFAS_A_19,BFAS_A_20,BFAS_A_21,BFAS_A_22,BFAS_A_23,BFAS_A_24,BFAS_A_25,BFAS_A_26,BFAS_A_27,BFAS_A_28,BFAS_A_29,BFAS_A_30,BFAS_A_31,BFAS_A_32,BFAS_A_33,BFAS_A_34,BFAS_A_35,BFAS_A_36,BFAS_A_37,BFAS_A_38,BFAS_A_39,BFAS_A_40,BFAS_A_41,BFAS_A_42,BFAS_A_43,BFAS_A_44,BFAS_A_45,BFAS_A_46,BFAS_A_47,BFAS_A_48,BFAS_A_49,BFAS_A_50,BFAS_A_51,BFAS_A_52,BFAS_A_53,BFAS_A_54,BFAS_A_55,BFAS_A_56,BFAS_A_57,BFAS_A_58,BFAS_A_59,BFAS_A_60,BFAS_A_61,BFAS_A_62,BFAS_A_63,BFAS_A_64,BFAS_A_65,BFAS_A_66,BFAS_A_67,BFAS_A_68,BFAS_A_69,BFAS_A_70,BFAS_A_71,BFAS_A_72,BFAS_A_73,BFAS_A_74,BFAS_A_75,BFAS_A_76,BFAS_A_77,BFAS_A_78,BFAS_A_79,BFAS_A_80,BFAS_A_81,BFAS_A_82,BFAS_A_83,BFAS_A_84,BFAS_A_85,BFAS_A_86,BFAS_A_87,BFAS_A_88,BFAS_A_89,BFAS_A_90,BFAS_A_91,BFAS_A_92,BFAS_A_93,BFAS_A_94,BFAS_A_95,BFAS_A_96,BFAS_A_97,BFAS_A_98,BFAS_A_99,BFAS_A_100,BFAS_Withdrawal,BFAS_Volatility,BFAS_5_N,BFAS_Compassion,BFAS_Politeness,BFAS_5_A,BFAS_Industriousness,BFAS_Orderliness,BFAS_5_C,BFAS_Enthusiasm,BFAS_Assertiveness,BFAS_5_E,BFAS_Intellect,BFAS_Openness,BFAS_5_O,SE_1,SE_2,SE_3,SE_4,SE_5,SE_6,SE_7,SE_8,SE_9,SE_10,SE_11,SE_12,SE_13,SE_14,SE_15,SE_16,SE_total,anx_1,anx_2,anx_3,anx_4,anx_5,anx_6,anx_7,anx_8,anx_9,anx_10,anxiety_total,Gender
11613,33,40,40,73,NA,NA,NA,4,2,4,4,4,4,5,4,4,4,4,5,4,4,2,2,1,4,4,2,2,4,2,2,4,4,2,4,2,4,3,1,4,4,2,2,4,4,4,4,2,4,4,2,1,4,3,2,2,2,4,2,2,2,2,2,2,4,4,2,4,1,4,1,3,4,2,2,4,2,4,4,2,4,1,2,2,2,1,4,2,1,4,4,2,4,4,4,4,4,4,5,3,4,4,4,4,4,1,4,3.3,4,3.65,4.5,3.1,3.8,3.1,3.8,3.45,3.5,4.2,3.85,3.5,3.2,3.35,4,5,3,3,5,5,5,5,4,4,4,4,3,3,4,4,4.0625,3,4,3,4,4,3,5,4,4,2,3.6,Female
12957,43,34,29,64,4.48,28,11,2,5,4,4,4,1,5,4,2,5,4,4,4,2,2,5,2,4,2,4,4,5,2,4,4,1,5,4,3,4,4,2,2,4,4,2,2,4,2,4,5,4,2,4,4,4,5,4,3,2,5,2,2,4,1,2,2,4,4,2,2,2,4,4,2,2,1,4,4,3,1,5,2,4,4,4,2,1,2,2,3,1,2,4,4,1,1,4,3,2,4,4,4,4,2,2,4,4,2,5,3.4,2.2,2.8,4,4.1,4.05,3.2,3.5,3.35,3.2,3.1,3.15,3.3,4.1,3.7,5,4,NA,4,4,5,6,4,5,4,6,5,7,7,6,5,NA,4,4,3,2,2,2,1,2,5,2,2.7,Female
11721,27,30,24,48,NA,NA,NA,4,3,4,5,4,4,5,4,5,5,4,4,3,2,2,3,2,4,5,5,4,4,3,4,4,4,4,4,2,4,3,2,4,4,4,4,1,5,5,5,3,5,4,4,1,4,1,2,2,1,5,1,1,2,2,4,4,4,5,4,2,2,4,1,4,4,2,1,4,4,2,4,3,4,4,4,1,2,4,5,4,1,3,4,4,2,3,4,4,4,3,5,5,5,4,4,4,4,4,5,3.2,3.1,3.15,4.3,3.7,4,3.2,4,3.6,3.9,4,3.95,3.9,3.8,3.85,5,5,4,6,6,6,6,5,4,4,6,5,5,5,5,5,5.125,4,4,3,3,4,3,3,2,5,3,3.4,Female
12073,34,32,34,74,3.64,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,5,5,3,3,4,4,4,4,4,5,5,7,4.125,1,2,3,2,2,2,3,3,3,3,2.4,Female
11461,16,16,0,0,3.27,21,15,2,5,4,4,4,2,4,4,4,5,4,4,4,2,2,3,4,4,4,5,4,4,4,4,2,4,4,4,2,4,2,2,4,4,4,4,2,4,4,5,2,4,4,5,2,4,2,1,2,2,4,3,4,2,4,2,2,4,4,3,2,4,4,2,2,3,1,1,3,4,2,4,3,4,4,4,2,2,2,2,4,2,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,3,5,3.4,3.2,3.3,3.4,3.3,3.35,2.7,4,3.35,3.7,3.8,3.75,3.2,4.3,3.75,5,5,5,2,6,7,5,6,6,6,6,6,6,6,6,6,5.5625,3,4,2,3,4,4,4,4,5,4,3.7,Female
12236,36,30,34,64,3.76,21,0,3,3,3,3,3,3,4,4,3,5,4,4,4,4,3,3,4,3,4,5,2,4,2,4,4,3,4,4,3,5,4,3,4,4,3,4,2,3,3,4,2,4,3,3,3,3,4,3,3,3,4,3,2,3,3,3,4,4,3,2,4,3,3,3,3,3,3,3,3,5,2,4,3,3,3,3,2,4,4,4,3,2,4,3,3,3,3,3,3,3,4,4,4,4,2,3,4,3,3,5,3.8,2.9,3.35,3.6,3.4,3.5,2.8,3,2.9,2.8,3,2.9,3,4.1,3.55,5,5,4,4,6,4,4,7,5,4,7,4,6,7,7,7,5.375,3,3,2,2,4,3,4,3,3,4,3.1,Female
11542,40,38,36,75,4.12,22,0,1,3,4,2,4,1,5,1,4,5,4,5,3,2,3,2,1,4,3,3,5,4,2,4,4,2,5,5,2,5,5,3,2,2,3,4,1,4,3,5,4,5,4,5,3,3,4,1,3,4,5,2,1,1,2,1,1,5,4,3,5,1,4,4,1,3,1,1,3,3,1,4,4,4,4,3,1,1,4,2,5,1,4,2,4,1,1,5,3,3,4,5,3,4,3,2,2,4,3,5,4.1,2.6,3.35,4.3,4.4,4.35,3.7,4.7,4.2,3.4,3.2,3.3,3.1,3.8,3.45,5,5,4,5,6,5,4,6,5,4,5,4,5,7,4,6,5,2,4,3,4,4,3,2,1,5,5,3.3,Female
11587,41,48,47,95,3.88,30,0,1,4,4,2,2,2,2,4,2,5,5,5,4,5,2,2,1,4,5,5,4,4,2,5,2,4,3,2,5,4,4,2,4,4,4,4,1,4,1,5,1,4,4,2,2,4,5,5,1,1,5,1,2,2,2,2,5,4,4,2,4,2,1,2,3,4,2,5,4,4,2,4,1,2,4,2,1,2,4,1,2,2,2,2,4,5,2,1,4,2,2,5,2,2,2,1,4,4,4,5,3.8,3.4,3.6,4.1,4,4.05,3,2.7,2.85,2.2,3,2.6,3.1,4.6,3.85,5,3,4,2,4,5,7,3,4,5,7,6,5,6,5,6,4.8125,2,4,4,5,3,4,4,2,3,5,3.6,Male
11664,42,28,38,71,3.79,29,0,4,4,3,4,5,1,2,2,3,5,2,5,4,1,1,4,2,2,3,3,4,5,4,1,5,2,4,3,3,5,2,2,3,1,5,4,1,3,4,4,4,5,3,4,1,2,4,4,3,3,3,1,4,3,1,4,3,2,4,2,2,2,2,2,5,2,2,4,4,3,4,4,3,3,4,5,4,3,2,2,1,1,5,4,2,2,4,1,2,2,1,4,4,3,4,2,3,2,4,4,1.9,1.8,1.85,4.3,3.3,3.8,2.3,2.4,2.35,4,3.2,3.6,4.7,3.9,4.3,4,6,5,6,4,6,6,5,5,5,6,6,4,5,6,5,5.25,2,2,3,2,3,1,1,2,3,2,2.1,Male
13040,29,30,31,64,3.52,26,0,3,2,3,4,3,3,4,4,2,4,3,3,4,2,3,2,2,4,4,3,3,2,4,2,3,4,5,2,3,4,3,2,4,3,2,3,1,4,3,4,2,4,3,3,3,5,3,1,3,4,5,2,3,2,2,3,3,4,2,3,4,2,2,1,4,5,3,2,3,3,2,4,2,4,3,2,2,2,3,2,4,1,4,5,3,4,2,3,2,2,3,4,5,5,2,4,2,3,2,4,3.6,3.9,3.75,3.8,3.9,3.85,2.2,3.5,2.85,4.1,2.9,3.5,3,3.5,3.25,4,5,4,4,5,5,5,6,6,5,6,4,5,6,5,6,5.0625,4,5,4,3,2,4,4,4,5,2,3.7,Male
8773,26,22,33,65,3.85,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,2,3,2,6,4,6,6,6,6,3,5,3,4.1875,4,3,2,2,2,4,2,3,2,1,2.5,Female
12144,38,46,45,91,3.83,25,0,3,2,2,4,5,4,5,2,5,4,4,5,2,2,4,2,2,5,5,2,4,3,2,2,2,4,3,4,1,2,1,2,3,2,1,2,2,5,2,3,2,4,4,4,3,5,2,4,2,4,5,2,1,2,5,2,3,5,5,3,3,1,4,2,1,5,1,4,2,2,5,4,1,5,2,2,2,1,1,3,3,2,2,4,2,4,1,4,4,3,1,5,5,4,1,3,4,4,2,3,2.7,4.1,3.4,4.2,3.7,3.95,3.2,4,3.6,4.1,4.1,4.1,2.2,2.7,2.45,5,5,4,2,5,4,6,5,6,3,7,3,5,7,6,5,4.875,2,3,3,3,3,2,2,2,5,2,2.7,Female
12019,33,24,40,82,3.71,33,0,3,2,5,5,4,3,4,4,4,4,5,4,1,4,3,2,4,4,4,5,5,5,1,1,3,2,5,2,1,5,4,4,3,2,5,4,2,5,5,5,5,5,5,5,1,4,3,3,1,1,4,4,3,4,2,3,4,3,5,2,1,5,4,1,5,3,1,2,5,5,5,5,3,5,5,3,2,2,2,1,1,3,2,4,3,2,4,2,4,3,1,2,3,3,3,3,4,4,2,4,2.2,2.9,2.55,3.3,3.5,3.4,4,3.3,3.65,4,4.5,4.25,4,4.5,4.25,6,6,7,7,4,5,2,7,4,7,7,7,5,4,4,6,5.5,1,3,3,3,3,3,4,3,3,1,2.7,Male
12346,38,38,39,82,4.15,32,13,2,1,4,4,4,4,3,1,4,4,4,4,4,2,2,1,3,5,5,1,3,4,3,2,4,4,3,5,2,3,3,1,4,3,4,3,2,4,3,4,2,4,4,2,3,3,4,2,2,5,4,1,1,1,1,4,4,4,4,4,2,2,4,3,4,4,2,2,4,4,1,4,2,4,4,2,2,2,3,2,3,1,2,4,2,3,1,4,4,2,1,4,2,4,3,3,3,4,2,3,3.3,3.5,3.4,4.4,3.7,4.05,3.4,4.3,3.85,3.7,3.9,3.8,3.9,3,3.45,4,4,3,4,3,5,5,5,4,4,5,3,5,5,4,4,4.1875,3,4,4,3,3,3,2,2,4,2,3,Female
12588,25,27,18,53,3.69,24,0,5,5,3,2,2,1,3,4,3,3,5,2,5,5,2,4,5,2,3,3,2,3,3,3,3,3,4,2,3,2,4,4,5,5,5,5,5,2,2,5,2,2,2,3,3,5,5,5,5,3,5,4,4,4,3,4,5,5,3,1,5,5,5,3,5,5,5,5,5,3,2,3,3,3,3,1,1,5,5,5,5,2,5,5,3,5,2,3,3,5,5,5,5,5,3,3,5,5,5,3,4.2,3.2,3.7,2.5,3,2.75,2.2,2.4,2.3,2.8,2.5,2.65,3.4,2.9,3.15,3,3,3,6,4,4,3,4,6,6,6,6,6,6,5,7,4.875,4,5,5,3,5,4,4,4,5,1,4,Male
13210,26,27,23,56,0,28,0,4,1,4,4,4,2,4,2,4,5,3,5,2,3,2,2,3,4,4,5,4,3,2,2,4,2,4,3,2,3,2,2,1,3,4,4,4,4,3,5,4,4,4,4,1,2,3,3,2,3,2,2,3,3,2,3,4,3,4,3,2,2,3,4,2,2,1,3,4,4,4,4,4,4,4,4,4,3,3,4,3,2,2,4,2,2,4,4,4,4,2,4,2,4,4,3,3,3,4,4,2.2,2.4,2.3,4.1,3.2,3.65,3.9,3.4,3.65,3.5,3.6,3.55,3.9,3.6,3.75,6,7,5,5,7,6,6,6,7,6,7,7,7,7,6,7,6.375,2,2,1,1,2,1,1,1,2,3,1.6,Male
13543,31,41,34,77,3.68,26,0,3,2,4,4,4,1,4,3,3,4,4,4,2,3,3,3,2,2,4,5,4,4,2,3,4,2,4,4,2,4,2,3,2,3,3,5,3,4,4,4,4,3,4,3,2,4,4,5,3,1,3,4,3,3,2,3,4,4,3,1,2,2,4,4,3,2,2,5,5,4,4,2,4,2,4,5,1,4,2,2,3,2,2,4,2,1,1,4,2,4,1,3,2,3,4,1,4,4,3,5,2.4,1.9,2.15,3.3,3.9,3.6,3.9,2.9,3.4,3,3.5,3.25,3.7,4.2,3.95,7,6,6,6,5,6,5,5,6,5,6,6,6,7,7,6,5.9375,2,2,2,1,2,2,2,1,3,2,1.9,Female
12338,34,37,33,70,3.65,26,0,4,3,2,4,3,2,4,2,2,4,2,3,4,4,4,2,2,4,4,4,3,2,4,4,3,3,4,3,3,2,2,2,4,4,2,4,4,4,3,2,4,4,3,3,2,2,4,2,4,3,4,2,2,4,4,3,4,4,2,4,4,3,2,4,2,2,1,3,4,4,2,4,4,4,3,4,3,2,4,4,4,2,4,4,4,2,2,4,2,3,3,4,4,4,3,4,4,4,2,3,3,2.6,2.8,3.5,3.6,3.55,2.5,3.8,3.15,2.9,2.8,2.85,2.6,2.9,2.75,4,5,5,4,5,4,5,4,5,3,5,4,5,6,4,4,4.5,3,4,3,2,1,3,1,2,3,2,2.4,Male
12433,35,36,41,75,4.94,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,6,5,5,3,7,7,7,7,6,6,7,7,7,5.625,3,4,3,3,4,2,3,4,5,5,3.6,Male
13672,38,44,39,74,3.68,25,0,4,2,4,3,4,2,4,2,4,4,2,5,2,2,2,3,1,4,4,4,4,5,2,2,5,2,4,4,2,4,2,3,2,2,3,4,1,4,5,3,2,4,3,3,2,2,3,2,3,2,4,1,2,3,3,4,4,3,4,4,2,1,3,3,3,2,1,3,3,3,4,4,3,4,4,3,2,3,2,3,2,2,2,3,3,2,1,3,5,3,1,5,2,3,4,2,3,4,3,5,2.3,2.2,2.25,4.4,4.2,4.3,3.7,3.6,3.65,3.4,3.9,3.65,3.7,3.5,3.6,7,7,7,5,6,6,5,6,5,5,5,5,5,5,5,5,5.5625,1,3,2,2,3,2,2,1,3,2,2.1,Female
12569,45,47,44,82,3.85,32,16,4,2,3,4,4,1,4,2,4,5,2,4,4,2,1,3,4,4,4,5,4,4,2,3,4,2,2,3,2,5,4,2,2,2,4,4,1,3,3,3,4,4,2,5,1,2,2,2,2,1,3,1,2,4,1,4,3,2,5,1,2,2,2,2,4,2,2,3,2,4,2,4,2,5,4,3,1,4,3,4,2,1,4,4,2,2,2,3,3,3,2,3,3,4,5,2,4,2,2,5,2.5,2.1,2.3,4.1,3.3,3.7,2.8,3,2.9,3.9,3.6,3.75,4.4,4.2,4.3,6,5,5,6,5,6,7,7,5,5,7,6,7,6,6,7,6,1,3,2,2,3,1,2,3,3,2,2.2,Female
12457,37,42,35,81,4.97,28,0,2,2,4,3,4,3,5,4,4,2,5,4,4,2,2,2,2,4,4,4,1,5,3,2,4,2,5,2,4,2,4,1,4,4,4,4,1,4,2,5,2,5,2,3,2,4,4,4,2,2,5,1,2,2,2,4,4,4,4,2,3,1,4,2,4,2,1,2,4,4,1,4,2,4,4,2,1,1,2,2,5,1,4,4,2,2,1,4,3,2,5,5,2,4,3,4,2,4,2,4,4.5,2.9,3.7,4.7,4.6,4.65,2.9,3.5,3.2,3.6,3.5,3.55,3.9,3.7,3.8,4,3,3,6,5,6,3,7,7,5,7,6,7,7,7,7,5.625,3,4,2,2,3,3,3,5,5,1,3.1,Female
13682,41,45,41,93,NA,NA,NA,4,4,4,2,2,4,4,4,2,2,4,4,3,4,2,2,3,3,3,4,5,3,3,4,4,4,2,2,4,4,2,2,4,4,4,3,3,3,3,5,3,4,2,2,2,4,4,4,4,4,4,4,2,4,4,3,3,3,2,3,4,3,4,4,2,4,4,4,3,2,2,3,3,2,4,2,4,3,4,2,4,3,4,2,3,3,2,4,2,2,4,3,4,3,3,3,4,4,4,4,3.2,3.6,3.4,3.1,2.9,3,2.9,2.8,2.85,2.1,2.3,2.2,3.2,3.4,3.3,4,5,4,3,5,4,3,4,5,5,5,5,5,5,5,5,4.5,1,4,2,2,1,4,3,2,3,2,2.4,Female
13464,36,39,32,77,3.99,28,0,4,2,4,5,4,4,4,4,4,4,5,5,4,2,2,3,3,3,5,3,5,4,5,1,4,2,4,2,1,4,2,2,2,2,4,3,2,2,4,4,4,5,3,4,2,3,3,3,3,4,5,1,2,2,4,3,3,4,4,3,1,1,2,1,4,3,2,4,4,2,5,5,3,4,4,4,2,3,4,3,3,2,4,4,2,2,2,3,3,2,4,4,4,4,5,3,4,4,2,3,2.6,2.8,2.7,4.5,3.5,4,2.7,2.8,2.75,4.3,3.8,4.05,3.9,3.2,3.55,5,4,5,4,5,6,5,6,6,5,7,5,6,7,6,6,5.5,2,5,3,3,3,3,4,4,5,2,3.4,Male
12228,43,46,45,92,NA,NA,NA,1,2,4,2,5,3,4,4,2,5,4,5,3,2,1,3,2,4,4,3,2,4,2,3,4,4,3,4,4,5,4,2,3,2,3,4,1,5,2,4,1,5,3,4,1,4,3,2,4,1,5,1,1,4,1,4,2,4,3,2,3,1,5,3,4,4,2,2,3,4,2,4,2,5,4,2,1,2,2,1,4,1,4,4,1,4,1,4,1,1,5,5,3,5,3,2,2,5,3,5,4.3,3.2,3.75,4.6,3.9,4.25,3.4,4,3.7,3.6,2.6,3.1,4.3,4.5,4.4,6,7,6,7,5,5,5,7,4,7,7,7,6,5,5,5,5.875,2,5,4,2,1,3,4,5,5,1,3.2,Male
12174,45,45,40,85,3.96,28,0,4,2,4,3,4,4,5,2,4,4,5,5,3,2,4,2,1,5,4,4,2,5,2,2,4,4,4,4,2,4,2,2,4,2,2,2,3,4,3,4,2,5,5,4,2,4,4,1,4,4,5,2,2,2,2,4,3,5,4,3,4,1,3,2,4,4,2,1,4,4,1,5,4,4,2,2,2,2,3,4,4,2,2,3,4,4,4,4,3,4,5,5,5,5,4,4,4,5,5,4,4,3.8,3.9,4.6,3.6,4.1,3.4,4.5,3.95,3.9,3.2,3.55,3.2,3.3,3.25,6,6,5,5,6,6,5,6,6,5,6,5,5,6,6,6,5.625,3,4,3,2,3,2,2,2,5,4,3,Female
12488,31,33,39,85,0,24,38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,5,4,6,7,5,5,6,4,7,5,6,7,5,5,5.625,2,2,2,2,2,2,1,2,3,2,2,Female
13330,46,43,40,93,4.15,25,12,2,2,4,4,3,3,3,2,4,5,4,4,4,4,3,2,3,3,3,5,3,4,3,4,3,3,4,3,1,4,3,2,3,3,4,2,1,2,4,4,2,4,2,4,2,5,4,2,4,2,3,2,2,2,2,2,4,3,4,1,4,1,2,3,4,5,2,2,4,5,3,5,1,3,2,2,1,3,4,2,4,2,5,4,2,3,2,2,2,2,1,5,4,2,2,4,3,3,3,4,3.3,3.9,3.6,4.3,3.9,4.1,2.4,3.1,2.75,3.1,3.3,3.2,3.3,4.4,3.85,5,5,5,5,5,6,6,7,5,4,4,3,5,6,4,5,5,3,3,3,3,2,2,2,3,3,2,2.6,I prefer to not answer this question.
13762,31,29,29,60,3.58,27,0,4,4,5,3,3,4,3,1,4,4,3,4,4,5,3,1,3,2,5,5,5,3,4,3,2,4,4,5,1,4,4,4,2,2,1,3,4,2,3,5,3,3,5,2,2,4,1,2,1,2,3,3,3,3,4,3,2,5,5,2,1,3,1,3,3,4,4,2,3,5,5,3,5,4,1,1,2,4,1,5,5,2,4,3,4,4,3,1,3,1,1,2,5,4,4,5,5,5,1,4,2.4,4.1,3.25,2.9,2.5,2.7,3,3.5,3.25,3,4.3,3.65,2.5,4.1,3.3,4,4,4,4,4,4,3,5,5,4,6,4,5,5,5,5,4.4375,1,3,3,3,3,3,2,4,3,4,2.9,Female
13461,44,45,41,92,4.83,26,0,2,4,4,5,3,2,4,4,4,5,4,4,4,2,2,3,2,4,4,4,4,4,3,2,4,2,3,2,3,3,2,2,2,1,4,4,2,3,4,4,4,4,4,4,2,2,2,4,2,2,5,2,2,3,4,4,4,3,5,2,4,2,2,4,4,4,2,3,4,4,3,4,2,4,4,3,2,2,5,1,5,1,3,4,4,4,1,4,4,1,4,4,4,4,4,4,3,3,3,5,3.5,2.8,3.15,3.9,3.7,3.8,3,3,3,3.9,3.6,3.75,3.5,4.3,3.9,5,5,5,4,4,5,5,6,6,5,6,5,5,6,5,5,5.125,3,3,4,3,2,2,2,4,4,2,2.9,Male
11469,37,45,38,72,3.28,29,0,4,3,4,2,4,1,4,2,1,5,4,4,3,4,3,5,1,4,2,4,4,4,2,2,3,2,4,4,2,4,4,2,2,4,4,5,1,4,2,2,4,4,4,2,2,1,3,4,4,4,2,2,2,2,4,5,4,3,2,4,2,2,4,3,2,2,1,2,2,4,2,4,4,4,4,5,1,1,4,4,4,2,2,4,2,1,1,4,2,4,2,4,2,4,4,1,2,2,5,4,2.8,1.2,2,3.9,4.4,4.15,3.9,3.6,3.75,3.1,2,2.55,3.4,3.1,3.25,5,6,3,4,6,5,5,5,6,6,6,6,5,6,5,6,5.3125,1,3,2,2,1,1,1,1,3,2,1.7,Female
11898,38,37,44,83,3.57,24,0,3,5,4,1,4,5,5,5,1,3,5,1,5,5,3,1,5,5,2,5,5,2,5,5,5,5,5,1,5,5,2,5,5,5,5,2,4,1,1,4,2,1,2,4,5,5,5,3,5,5,5,5,5,5,5,1,5,5,1,4,5,4,2,5,2,5,5,1,2,5,1,2,2,5,2,1,3,2,4,1,5,4,5,5,2,5,4,5,2,1,5,2,5,5,5,5,5,5,5,5,4,4.9,4.45,1.5,3,2.25,1.6,3.5,2.55,2.5,1.4,1.95,3.2,4,3.6,2,7,7,4,6,7,7,7,7,7,7,7,7,7,7,7,6.4375,1,5,5,3,3,5,5,5,5,5,4.2,Female
13182,20,24,29,54,NA,NA,NA,5,3,4,5,5,4,4,4,4,4,3,4,2,3,2,3,4,4,4,2,4,2,2,4,4,2,3,4,1,2,2,3,2,3,4,5,4,4,4,3,1,3,4,4,4,4,3,5,2,5,2,3,3,4,3,5,4,5,2,3,1,3,4,4,4,5,3,4,4,4,4,4,4,5,5,5,3,3,4,4,2,3,3,4,1,3,4,4,3,4,1,2,3,4,4,3,5,4,2,4,2.1,2.7,2.4,3,2.7,2.85,3.7,3.3,3.5,3.4,3.6,3.5,4,2.7,3.35,5,6,5,3,5,5,5,5,5,3,6,5,5,7,3,5,4.875,5,2,2,1,3,1,1,4,3,2,2.4,Male
13141,39,48,36,79,NA,NA,NA,3,5,5,5,5,4,4,4,4,5,4,3,4,4,3,4,4,5,5,5,5,5,4,4,4,3,3,4,2,4,3,2,2,3,3,4,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,5,4,4,4,3,4,4,4,1,3,2,4,4,1,3,3,1,1,3,1,4,4,3,3,3,3,5,5,1,4,2,4,5,3,3,3,3,4,1,2,4,4,4,4,4,4,4,4,5,3.1,3.1,3.1,3.4,3.1,3.25,3.1,3.3,3.2,3.1,3.1,3.1,3,4.3,3.65,6,6,5,2,5,5,7,6,7,1,7,5,6,7,5,7,5.4375,2,1,1,1,2,4,2,2,1,2,1.8,Female
12394,36,36,37,62,3.57,32,0,3,2,4,4,4,1,5,3,4,5,1,3,3,2,2,4,3,4,4,4,5,5,3,2,4,2,4,4,2,5,1,2,2,2,3,5,3,5,5,5,5,5,5,5,3,3,4,2,2,5,3,2,2,2,2,4,4,4,4,4,1,1,2,2,4,2,2,2,4,4,3,4,3,5,4,4,2,2,2,2,3,2,2,4,4,2,2,3,4,3,1,4,3,4,5,3,4,4,2,4,1.8,2,1.9,4.2,3.7,3.95,3.5,3.9,3.7,4.2,4.1,4.15,3.7,3.7,3.7,6,5,4,6,5,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,2,3,4,3,4,2,2.9,Male
11909,28,31,19,54,3.7,25,3,3,2,4,5,5,3,5,2,4,5,2,4,3,1,2,4,2,3,5,5,5,5,4,1,5,1,4,4,1,4,1,3,3,2,4,4,3,3,4,5,5,4,3,5,4,3,4,2,3,4,2,3,3,2,4,4,3,5,5,4,2,2,4,1,2,2,1,2,4,4,4,4,5,5,5,3,1,3,4,4,4,2,4,5,2,3,2,3,3,4,2,4,4,5,5,3,4,4,3,5,2,2.4,2.2,3.9,3.9,3.9,3.1,3.7,3.4,4.8,3.8,4.3,3.8,3.6,3.7,5,6,6,5,6,6,4,7,6,6,6,6,6,6,5,5,5.6875,2,2,2,1,1,2,1,3,2,2,1.8,Female
